scenario,family,seed,template_sha256,n_generated,n_received,n_dropped,n_right_censored,n_outliers_received,realized_drop_fraction,realized_received_fraction,realized_outlier_fraction_among_received,mean_delay_all_generated,mean_delay_received,rows_participating_in_same_node_same_arrival_collisions,generation_delay_pmf_base,inference_delay_pmf_base,nested_sweep_note
delay_light,delay,1111,896f484fceb83300fe5cd4e1040a57af1e143a2774ca2c3f540672953d0449c4,2190,2004,181,5,96,0.08264840182648402,0.915068493150685,0.04790419161676647,0.7515981735159817,0.7604790419161677,968,"[0.55, 0.25, 0.12, 0.06, 0.02]","[0.55, 0.25, 0.12, 0.06, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_light,delay,1112,b9c1dd5bccc066658412d0902bbe86b9604b57b83f2405e7f0c0714d6fea4bd3,2190,1980,205,5,97,0.09360730593607305,0.9041095890410958,0.04898989898989899,0.7059360730593607,0.7151515151515152,923,"[0.55, 0.25, 0.12, 0.06, 0.02]","[0.55, 0.25, 0.12, 0.06, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_light,delay,1113,36504c0b89505b6da26f9e6e498f4d3cc8bba63d3f773ac12e8db4b5e691a99a,2190,1983,202,5,105,0.09223744292237443,0.9054794520547945,0.0529500756429652,0.684931506849315,0.6787695410993444,927,"[0.55, 0.25, 0.12, 0.06, 0.02]","[0.55, 0.25, 0.12, 0.06, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_light,delay,1114,fbbacd6016490327df227046affd0969bea999fe2d013212fd1ff8ad54835b83,2190,1987,199,4,102,0.0908675799086758,0.9073059360730593,0.051333668847508805,0.6972602739726027,0.704579768495219,906,"[0.55, 0.25, 0.12, 0.06, 0.02]","[0.55, 0.25, 0.12, 0.06, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_light,delay,1115,03443e80b8bbc0da2af0e609c3ae5a14e97ac9ace4ba2b017122e04631afbc60,2190,1988,197,5,98,0.08995433789954338,0.9077625570776255,0.04929577464788732,0.7077625570776256,0.7022132796780685,891,"[0.55, 0.25, 0.12, 0.06, 0.02]","[0.55, 0.25, 0.12, 0.06, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_light,delay,1116,020246766f1ca579e6060759653f8dabc08bf2e5cfb7ae3a6d3e8636134f540a,2190,1997,189,4,102,0.0863013698630137,0.9118721461187215,0.05107661492238358,0.7123287671232876,0.7030545818728092,899,"[0.55, 0.25, 0.12, 0.06, 0.02]","[0.55, 0.25, 0.12, 0.06, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_light,delay,1117,79d5ea0a45d917e192e9499562f9dea4928533002e33319bcfce620322ad37f7,2190,1974,211,5,102,0.09634703196347032,0.9013698630136986,0.05167173252279635,0.7401826484018265,0.7406281661600811,907,"[0.55, 0.25, 0.12, 0.06, 0.02]","[0.55, 0.25, 0.12, 0.06, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_light,delay,1118,fc97c660d562ab49c76915d97f8f1db3b5fa8ff6392b723374995d83a1dd96e9,2190,2009,178,3,85,0.08127853881278539,0.917351598173516,0.042309606769537086,0.7187214611872146,0.7247386759581882,960,"[0.55, 0.25, 0.12, 0.06, 0.02]","[0.55, 0.25, 0.12, 0.06, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_light,delay,1119,d70ea405ece480bfb66281af689c8bbd66e62eb4653998d4071d6211128dac60,2190,1972,212,6,98,0.09680365296803653,0.9004566210045662,0.04969574036511156,0.7502283105022831,0.7454361054766734,926,"[0.55, 0.25, 0.12, 0.06, 0.02]","[0.55, 0.25, 0.12, 0.06, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_light,delay,1120,485d2bee29d5f6714393769b129bdd233476a826d56c64333934f2966c26326f,2190,1974,210,6,79,0.0958904109589041,0.9013698630136986,0.04002026342451875,0.7269406392694064,0.7249240121580547,920,"[0.55, 0.25, 0.12, 0.06, 0.02]","[0.55, 0.25, 0.12, 0.06, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1101,2e8117db1393df6831c964d71d489524306437a4c54ee940130721f74a98442a,2190,2004,181,5,128,0.08264840182648402,0.915068493150685,0.06387225548902195,1.6264840182648401,1.6397205588822354,1105,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1102,80c9d01b0b5023a8c2af5d859428382856dba75dde186c03fdb91321297f2b6e,2190,1987,194,9,118,0.08858447488584476,0.9073059360730593,0.059386009058882736,1.6333333333333333,1.6134876698540512,1035,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1103,75feb8e197518406b5e49ff6c1070671d8396c7767397a19a17a185f026f1ad6,2190,2009,172,9,107,0.07853881278538813,0.917351598173516,0.053260328521652564,1.5547945205479452,1.5331010452961673,1090,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1104,6eb207398730e7f12c1c56f0c0dd1420efec85fa85f8f7740206c93ba401f8ee,2190,1995,186,9,118,0.08493150684931507,0.910958904109589,0.05914786967418546,1.5570776255707763,1.5578947368421052,1027,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1105,3962aefa08f28d16f3d315e14869049bcd8feec1ce9e4f953c3316cdcca34491,2190,1969,212,9,106,0.09680365296803653,0.8990867579908676,0.05383443372270188,1.5771689497716894,1.585576434738446,1069,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1106,bd1969f6e07b6c4605669c335b3fc1c703e31979f4c84cf53b7c70ea1a3770b7,2190,1990,191,9,98,0.08721461187214612,0.908675799086758,0.04924623115577889,1.5621004566210046,1.5527638190954773,1054,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1107,38e98ed3c0b17fdf2082f46d30b2444756eb4598c92e0cd935a238ba0fa990dd,2190,1978,203,9,87,0.09269406392694064,0.9031963470319635,0.04398382204246714,1.5744292237442923,1.5626895854398382,1067,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1108,ebcb9a8958189fbfabe12e828acb8708cd12f4dfd7f069eedbb6342058415360,2190,1987,201,2,105,0.09178082191780822,0.9073059360730593,0.05284348263714142,1.5625570776255708,1.5787619526925012,1049,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1109,ff17f061492210790111ed697b1402de0cdc6b6567277a1a793371740011ad05,2190,2006,178,6,99,0.08127853881278539,0.9159817351598174,0.04935194416749751,1.5789954337899543,1.5752741774675971,1094,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1110,5194b17f87ee954f16c15cce66493ca7adb1213ff4b88fdecca2c70afd2af438,2190,2006,176,8,85,0.08036529680365297,0.9159817351598174,0.0423728813559322,1.6105022831050229,1.5912263210368893,1067,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1111,896f484fceb83300fe5cd4e1040a57af1e143a2774ca2c3f540672953d0449c4,2190,1998,181,11,96,0.08264840182648402,0.9123287671232877,0.04804804804804805,1.6474885844748859,1.6546546546546546,1096,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1112,b9c1dd5bccc066658412d0902bbe86b9604b57b83f2405e7f0c0714d6fea4bd3,2190,1975,205,10,97,0.09360730593607305,0.9018264840182648,0.04911392405063291,1.5689497716894978,1.5812658227848102,1033,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1113,36504c0b89505b6da26f9e6e498f4d3cc8bba63d3f773ac12e8db4b5e691a99a,2190,1981,202,7,105,0.09223744292237443,0.9045662100456621,0.053003533568904596,1.5442922374429224,1.536092882382635,1059,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1114,fbbacd6016490327df227046affd0969bea999fe2d013212fd1ff8ad54835b83,2190,1984,199,7,101,0.0908675799086758,0.9059360730593607,0.05090725806451613,1.5584474885844748,1.5630040322580645,1089,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1115,03443e80b8bbc0da2af0e609c3ae5a14e97ac9ace4ba2b017122e04631afbc60,2190,1984,197,9,98,0.08995433789954338,0.9059360730593607,0.04939516129032258,1.5684931506849316,1.5504032258064515,1036,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1116,020246766f1ca579e6060759653f8dabc08bf2e5cfb7ae3a6d3e8636134f540a,2190,1990,189,11,102,0.0863013698630137,0.908675799086758,0.05125628140703518,1.575799086757991,1.5562814070351758,1119,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1117,79d5ea0a45d917e192e9499562f9dea4928533002e33319bcfce620322ad37f7,2190,1971,211,8,101,0.09634703196347032,0.9,0.05124302384576357,1.6073059360730593,1.6027397260273972,1031,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1118,fc97c660d562ab49c76915d97f8f1db3b5fa8ff6392b723374995d83a1dd96e9,2190,2001,178,11,85,0.08127853881278539,0.9136986301369863,0.04247876061969016,1.5835616438356164,1.592703648175912,1104,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1119,d70ea405ece480bfb66281af689c8bbd66e62eb4653998d4071d6211128dac60,2190,1971,212,7,98,0.09680365296803653,0.9,0.04972095383054287,1.6296803652968037,1.6250634195839675,1097,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_moderate,delay,1120,485d2bee29d5f6714393769b129bdd233476a826d56c64333934f2966c26326f,2190,1968,210,12,78,0.0958904109589041,0.8986301369863013,0.039634146341463415,1.5744292237442923,1.5670731707317074,1064,"[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","[0.3, 0.25, 0.18, 0.12, 0.08, 0.05, 0.02]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1101,2e8117db1393df6831c964d71d489524306437a4c54ee940130721f74a98442a,2190,1994,181,15,128,0.08264840182648402,0.9105022831050228,0.0641925777331996,3.0319634703196345,3.043630892678034,1171,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1102,80c9d01b0b5023a8c2af5d859428382856dba75dde186c03fdb91321297f2b6e,2190,1980,194,16,117,0.08858447488584476,0.9041095890410958,0.05909090909090909,3.036529680365297,3.0095959595959596,1105,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1103,75feb8e197518406b5e49ff6c1070671d8396c7767397a19a17a185f026f1ad6,2190,2001,172,17,107,0.07853881278538813,0.9136986301369863,0.05347326336831584,2.912785388127854,2.867566216891554,1134,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1104,6eb207398730e7f12c1c56f0c0dd1420efec85fa85f8f7740206c93ba401f8ee,2190,1988,186,16,118,0.08493150684931507,0.9077625570776255,0.059356136820925554,2.908219178082192,2.9049295774647885,1110,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1105,3962aefa08f28d16f3d315e14869049bcd8feec1ce9e4f953c3316cdcca34491,2190,1963,212,15,106,0.09680365296803653,0.8963470319634703,0.05399898115129903,2.933333333333333,2.9373408048904737,1077,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1106,bd1969f6e07b6c4605669c335b3fc1c703e31979f4c84cf53b7c70ea1a3770b7,2190,1988,191,11,98,0.08721461187214612,0.9077625570776255,0.04929577464788732,2.9136986301369863,2.8998993963782698,1086,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1107,38e98ed3c0b17fdf2082f46d30b2444756eb4598c92e0cd935a238ba0fa990dd,2190,1970,203,17,87,0.09269406392694064,0.8995433789954338,0.04416243654822335,2.9273972602739726,2.900507614213198,1106,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1108,ebcb9a8958189fbfabe12e828acb8708cd12f4dfd7f069eedbb6342058415360,2190,1976,201,13,105,0.09178082191780822,0.902283105022831,0.05313765182186235,2.9159817351598174,2.932186234817814,1099,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1109,ff17f061492210790111ed697b1402de0cdc6b6567277a1a793371740011ad05,2190,2001,178,11,98,0.08127853881278539,0.9136986301369863,0.04897551224387806,2.9337899543378994,2.926536731634183,1130,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1110,5194b17f87ee954f16c15cce66493ca7adb1213ff4b88fdecca2c70afd2af438,2190,1996,176,18,84,0.08036529680365297,0.9114155251141552,0.04208416833667335,2.9945205479452053,2.958917835671343,1103,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1111,896f484fceb83300fe5cd4e1040a57af1e143a2774ca2c3f540672953d0449c4,2190,1992,181,17,96,0.08264840182648402,0.9095890410958904,0.04819277108433735,3.039269406392694,3.0456827309236947,1178,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1112,b9c1dd5bccc066658412d0902bbe86b9604b57b83f2405e7f0c0714d6fea4bd3,2190,1970,205,15,97,0.09360730593607305,0.8995433789954338,0.049238578680203045,2.9328767123287673,2.949238578680203,1125,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1113,36504c0b89505b6da26f9e6e498f4d3cc8bba63d3f773ac12e8db4b5e691a99a,2190,1969,202,19,105,0.09223744292237443,0.8990867579908676,0.053326561706449976,2.9123287671232876,2.8897917724733366,1059,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1114,fbbacd6016490327df227046affd0969bea999fe2d013212fd1ff8ad54835b83,2190,1980,199,11,101,0.0908675799086758,0.9041095890410958,0.05101010101010101,2.936986301369863,2.930808080808081,1174,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1115,03443e80b8bbc0da2af0e609c3ae5a14e97ac9ace4ba2b017122e04631afbc60,2190,1976,197,17,97,0.08995433789954338,0.902283105022831,0.04908906882591093,2.9534246575342467,2.9205465587044532,1139,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1116,020246766f1ca579e6060759653f8dabc08bf2e5cfb7ae3a6d3e8636134f540a,2190,1985,189,16,102,0.0863013698630137,0.906392694063927,0.05138539042821159,2.9401826484018265,2.9093198992443323,1120,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1117,79d5ea0a45d917e192e9499562f9dea4928533002e33319bcfce620322ad37f7,2190,1961,211,18,100,0.09634703196347032,0.8954337899543379,0.05099439061703213,2.968949771689498,2.9403365629780724,1118,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1118,fc97c660d562ab49c76915d97f8f1db3b5fa8ff6392b723374995d83a1dd96e9,2190,1994,178,18,83,0.08127853881278539,0.9105022831050228,0.04162487462387161,2.956164383561644,2.9689067201604815,1118,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
delay_severe,delay,1119,d70ea405ece480bfb66281af689c8bbd66e62eb4653998d4071d6211128dac60,2190,1961,212,17,98,0.09680365296803653,0.8954337899543379,0.049974502804691484,3.030593607305936,3.0117287098419174,1121,"[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","[0.14, 0.15, 0.16, 0.15, 0.13, 0.1, 0.08, 0.05, 0.04]","Delay, drop, outlier-selection, and outlier-magnitude random templates are fixed per seed and reused across scenarios."
